posicao,titulo,artista,gravadora,distribuidora,periodo,ano,mes
38,Vidrado Em Você,MC Livinho & DJ Guuga,GR6 Music,n/d,10/2019,2019,10
39,Ela Vem,MC G15 & Mc Livinho,GR6 Music,n/d,10/2019,2019,10
40,Péssimo Negócio (Ao Vivo),Dilsinho,Sony Music Entertainment,n/d,10/2019,2019,10
41,Perrengue (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,10/2019,2019,10
42,Na Cama Que Eu Paguei (Ao Vivo),"Wesley Safadão, Zé Neto & Cristiano",Som Livre,n/d,10/2019,2019,10
43,Fake News (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,10/2019,2019,10
44,Uma Nora Pra Cada Dia,MC Kevinho,Warner Music Group,n/d,10/2019,2019,10
45,Malemolência,Dynho Alves,GR6 Music,n/d,10/2019,2019,10
46,Sei Lá,Projota & Vitão,Universal Music Group,n/d,10/2019,2019,10
47,Flor Que Se Cheira,Guilherme & Benuto,Sony Music Entertainment,n/d,10/2019,2019,10
48,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,10/2019,2019,10
49,Café,Vitão,Universal Music Group,n/d,10/2019,2019,10
50,Sentou e Gostou,"MC JottaPê, MC M10 & DJ RD",KondZilla,n/d,10/2019,2019,10
1,Surtada,"Dadá Boladão, Tati Zaqui & Oik",Sony Music Entertainment,n/d,11/2019,2019,11
2,Some Que Ele Vem Atrás,Anitta & Marília Mendonça,Warner Music Group,n/d,11/2019,2019,11
3,Supera (Ao Vivo),Marília Mendonça,Som Livre,n/d,11/2019,2019,11
4,Gaiola É o Troco,MC Du Black & Dj 2F,Artista Independente,n/d,11/2019,2019,11
5,Cheirosa (Ao Vivo),Jorge & Mateus,Som Livre,n/d,11/2019,2019,11
6,Chama Ela (feat. Pedro Sampaio),Lexa,Som Livre,n/d,11/2019,2019,11
7,Hit Contagiante (Evoluiu),"Felipe Original, MC Kevin o Chris, Sodré & JS o Mão de Ouro",Artista Independente,n/d,11/2019,2019,11
8,Lençol Dobrado,Analaga & João Gustavo & Murilo,Artista Independente,n/d,11/2019,2019,11
9,Contatinho (Ao Vivo),Leo Santana & Anitta,Universal Music Group,n/d,11/2019,2019,11
10,Quando a Bad Bater,Luan Santana,Som Livre,n/d,11/2019,2019,11
11,Ferida Curada,Zé Neto & Cristiano,Som Livre,n/d,11/2019,2019,11
12,Tijolão,Jorge & Mateus,Som Livre,n/d,11/2019,2019,11
13,Invocada (Feat Léo Santana) (Ao vivo),Ludmilla,Warner Music Group,n/d,11/2019,2019,11
14,Quarta Cadeira (Ao Vivo) (feat. Jorge & Mateus),Matheus & Kauan,Universal Music Group,n/d,11/2019,2019,11
15,Quando a vontade bater (feat. PK Delas),PK,Warner Music Group,n/d,11/2019,2019,11
16,Complicado,Vitão & Anitta,Universal Music Group,n/d,11/2019,2019,11
17,Sentou e Gostou,"MC JottaPê, MC M10 & DJ RD",KondZilla,n/d,11/2019,2019,11
18,Kenny G,Matuê,Sony Music Entertainment,n/d,11/2019,2019,11
19,Algo Mais (Amante) (Ao Vivo),Xand Avião & Gusttavo Lima,Som Livre,n/d,11/2019,2019,11
20,Pupila,Vitor Kley & Anavitória,Universal Music Group,n/d,11/2019,2019,11
21,Serenata,Marília Mendonça,Som Livre,n/d,11/2019,2019,11
22,Todo Mundo Vai Sofrer,Marília Mendonça,Som Livre,n/d,11/2019,2019,11
23,Quem Traiu Levou,Gusttavo Lima,Sony Music Entertainment,n/d,11/2019,2019,11
24,Parabéns (feat. Psirico),Pabllo Vittar,Sony Music Entertainment,n/d,11/2019,2019,11
25,3 Batidas,Guilherme & Benuto,Sony Music Entertainment,n/d,11/2019,2019,11
26,Ela Vem,MC G15 & Mc Livinho,GR6 Music,n/d,11/2019,2019,11
27,Menina Solta,Giulia Be,Warner Music Group,n/d,11/2019,2019,11
28,Espaçosa Demais (Ao Vivo),Felipe Araújo,Universal Music Group,n/d,11/2019,2019,11
29,Bebi Liguei (Ao Vivo),Marília Mendonça,Som Livre,n/d,11/2019,2019,11
30,"Para, Pensa e Volta (Ao Vivo) (feat. Marília Mendonça)",Yasmin Santos,Sony Music Entertainment,n/d,11/2019,2019,11
31,Fake News (Ao Vivo),Gustavo Mioto,Artista Independente,n/d,11/2019,2019,11
32,A Culpa é do Meu Grau (Ao Vivo) (feat. Zé Neto & Cristiano),Diego & Victor Hugo,Sony Music Entertainment,n/d,11/2019,2019,11
33,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,Sony Music Entertainment,n/d,11/2019,2019,11
34,Vou Ter Que Superar (Ao Vivo) (feat. Marilia Mendonça),Matheus & Kauan,Universal Music Group,n/d,11/2019,2019,11
35,Amor de Que,Pabllo Vittar,Sony Music Entertainment,n/d,11/2019,2019,11
36,Vidrado Em Você,MC Livinho & DJ Guuga,GR6 Music,n/d,11/2019,2019,11
37,Choque Térmico (Ao Vivo),Luan Santana,Som Livre,n/d,11/2019,2019,11
38,Piece Of Your Heart (feat. GOODBOYS),Meduza,Universal Music Group,n/d,11/2019,2019,11
39,Tiro Certo (feat. Gusttavo Lima) (Ao VIvo),Zé Felipe,Som Livre,n/d,11/2019,2019,11
40,Señorita,Shawn Mendes & Camila Cabello,Universal Music Group/ Sony Music Entertainment,n/d,11/2019,2019,11
